Acoustic/Folk_0,Alt_Music_1,Blues_2,Bollywood_3,Country_4,HipHop_5,Indie Alt_6,Instrumental_7,Metal_8,Pop_9,Rock_10
0.027398862,0.05550516,0.029162526,0.027398862,0.027398862,0.4136787,0.069072545,0.027400553,0.028149962,0.26527923,0.029554706
0.02894085,0.06376783,0.033490226,0.02894085,0.02894085,0.030127006,0.06035232,0.028942639,0.03551321,0.037658606,0.62332565
0.047791928,0.065109685,0.117336646,0.047791928,0.047791928,0.05284814,0.07860147,0.047794074,0.049478564,0.24794827,0.1975074
0.012324852,0.023702076,0.0127963135,0.012324852,0.012324852,0.01264051,0.020874452,0.01232561,0.7721788,0.013104549,0.09540311
0.03936876,0.07436027,0.13491485,0.03936876,0.03936876,0.045692775,0.20441566,0.039371185,0.053248156,0.07569047,0.25420037
0.033557028,0.079502165,0.068490095,0.033557028,0.033557028,0.03467825,0.4682925,0.0335591,0.03444542,0.041772403,0.13858898
0.0443184,0.03608832,0.036370713,0.040401477,0.28994635,0.059771538,0.03613572,0.036892742,0.036952965,0.32642156,0.056700226
0.044898562,0.07981622,0.09178957,0.044898562,0.044898562,0.07996872,0.11032843,0.044901323,0.17804967,0.1453363,0.13511407
0.007274647,0.008668467,0.01598408,0.007274647,0.007274647,0.90277946,0.010122411,0.0072750943,0.008031952,0.010310207,0.015004332
0.030434117,0.0699821,0.16297592,0.030434117,0.030434117,0.032502647,0.3956281,0.030435994,0.031243766,0.041724425,0.14420466
0.02199291,0.025332196,0.032347802,0.02199291,0.02199291,0.022714095,0.61832494,0.021993903,0.05126441,0.025374599,0.1366693
0.01752921,0.020553762,0.050527234,0.017527195,0.017527195,0.01818254,0.7572633,0.017832804,0.021799855,0.021459065,0.03979778
0.040987507,0.04995082,0.06640743,0.040987507,0.040987507,0.047334537,0.06809784,0.041009903,0.04197081,0.4201535,0.14211264
0.03267308,0.07876798,0.05215358,0.03267308,0.05110977,0.03653625,0.43854907,0.032675095,0.03384026,0.09541097,0.115610875
0.041377,0.067079514,0.05013073,0.041377,0.041377,0.04257385,0.15181984,0.041379556,0.08440227,0.05180281,0.38668045
0.042511873,0.08766723,0.31056744,0.042511873,0.042511873,0.050834823,0.09213207,0.042514488,0.046783287,0.07905123,0.16291386
0.029000198,0.06409039,0.031237762,0.029000198,0.029000198,0.029807596,0.06260808,0.02900199,0.054851912,0.031285696,0.610116
0.042131394,0.0522151,0.065149225,0.042131394,0.042131394,0.046648167,0.07054394,0.042133994,0.043549888,0.36068413,0.19268137
0.028048322,0.050774217,0.22186881,0.028048322,0.028048322,0.032598548,0.088227354,0.028050054,0.028838601,0.32775092,0.13774653
0.753364,0.017798802,0.019313237,0.047587924,0.017798802,0.018456459,0.017798802,0.01844618,0.018583506,0.049206957,0.021645328
0.03836411,0.07110907,0.322944,0.03836411,0.03836411,0.04153497,0.07945059,0.038366474,0.04440264,0.05185572,0.23524423
0.046409227,0.058203913,0.076134115,0.046409227,0.046409227,0.05225321,0.07622294,0.04641208,0.047971744,0.3165347,0.1870396
0.014630263,0.021989347,0.015025792,0.014630263,0.014630263,0.014966466,0.022787899,0.014631167,0.748978,0.016034035,0.10169649
0.030972786,0.039944265,0.42548126,0.030972786,0.030972786,0.034871172,0.18095407,0.030972792,0.034480378,0.04460585,0.11577183
0.049328376,0.10234323,0.11338118,0.049328376,0.049328376,0.2008532,0.14469048,0.049331408,0.050738566,0.09984124,0.090835616
0.05206537,0.11467479,0.081967786,0.05206537,0.05206537,0.058553714,0.16071987,0.05206857,0.055093814,0.10509186,0.21563344
0.054196555,0.121556126,0.09597585,0.054196555,0.054196555,0.056088045,0.2315916,0.058935363,0.05762606,0.06255907,0.15307823
0.024034387,0.038257517,0.06029823,0.024034387,0.024034387,0.024648117,0.069069386,0.024035871,0.4413553,0.025573196,0.24465926
0.030316403,0.048264142,0.030899966,0.030316403,0.030316403,0.034281805,0.04862763,0.030318275,0.031638876,0.21360028,0.4714198
0.03985857,0.048430506,0.07329374,0.03985857,0.03985857,0.053000353,0.059867293,0.03986103,0.04079718,0.4586277,0.10654648
0.02791337,0.057368655,0.028513843,0.02791337,0.02791337,0.03155943,0.06956191,0.027915094,0.040388685,0.06302865,0.59792364
0.044201475,0.1016396,0.10896714,0.044201475,0.044201475,0.057223897,0.2821471,0.04420419,0.045348976,0.11053376,0.1173309
0.03683604,0.0840013,0.07152429,0.03683604,0.03683604,0.037891604,0.34018284,0.036837693,0.039000917,0.04224701,0.23780626
0.038579684,0.059089378,0.043365844,0.038579684,0.038579684,0.19953243,0.052343488,0.038582057,0.18603054,0.05719935,0.24811783
0.051446974,0.05909926,0.16166568,0.051446974,0.051446974,0.053133994,0.20812525,0.05443724,0.054559447,0.060930688,0.19370751
0.024841063,0.04042646,0.026890587,0.024841063,0.024841063,0.025572259,0.042486783,0.024842598,0.21171522,0.031104686,0.52243817
0.038869385,0.07316124,0.04307451,0.038869385,0.038869385,0.082385555,0.08577256,0.038871784,0.041513335,0.3419546,0.17665823
0.036057476,0.07369592,0.07983516,0.036057476,0.036057476,0.04122123,0.08847526,0.036059704,0.03736403,0.31700113,0.21817516
0.027555345,0.045697976,0.029033594,0.027555345,0.027555345,0.031675592,0.04927552,0.027557045,0.030392269,0.08604709,0.61765486
0.0062355907,0.010732319,0.0063813208,0.0062355907,0.0062355907,0.92074364,0.008557526,0.0062359744,0.0066239503,0.01549132,0.0065271636
0.037939303,0.07706656,0.041333158,0.037939303,0.037939303,0.03891099,0.07060351,0.03794165,0.2318825,0.040368382,0.34807536
0.029714959,0.03460643,0.06705545,0.029714959,0.029714959,0.033179495,0.5468219,0.029716292,0.030514738,0.09268361,0.07627719
0.0121215265,0.01860155,0.014583029,0.0121215265,0.0121215265,0.012417622,0.026867544,0.0121222725,0.7420302,0.013284585,0.123728566
0.026987677,0.05885621,0.028505221,0.026987677,0.026987677,0.030392738,0.083097115,0.026989346,0.028800812,0.08986254,0.57253295
0.12954213,0.05183624,0.053739734,0.14995445,0.102097355,0.059339426,0.05189397,0.05299168,0.05307675,0.23031701,0.06521126
0.029173598,0.05747048,0.031047553,0.029173598,0.029173598,0.033521812,0.083674535,0.029175399,0.04852461,0.05031492,0.5787499
0.03448642,0.06791258,0.04109889,0.03448642,0.035087716,0.453268,0.07760532,0.034559704,0.035353035,0.10406943,0.08207251
0.020815458,0.02798665,0.043498296,0.020815458,0.020815458,0.024280377,0.032895718,0.020816743,0.61395544,0.03263994,0.14148045
0.039771605,0.05664423,0.042366236,0.039771605,0.039771605,0.051737867,0.0661765,0.03977406,0.049725186,0.12354643,0.45071465
0.026454521,0.05000479,0.027288089,0.026454521,0.026454521,0.027408885,0.060389355,0.026456155,0.040961314,0.0798743,0.60825354
0.034682993,0.08267384,0.04290659,0.034682993,0.034682993,0.03579749,0.46315557,0.036214657,0.03707045,0.07583919,0.122293234
0.026814874,0.036382183,0.02709726,0.026814874,0.026814874,0.031054648,0.043447804,0.026816532,0.033609565,0.107297644,0.6138497
0.054248102,0.09757576,0.10206652,0.054248102,0.054248102,0.072516344,0.11680027,0.05425144,0.06162852,0.10217185,0.23024496
0.033563532,0.040997054,0.115020625,0.033563532,0.033563532,0.042241663,0.10764946,0.033565603,0.038900245,0.08137372,0.439561
0.03661597,0.07484642,0.07440305,0.03661597,0.03661597,0.037538726,0.1001673,0.036618236,0.09627252,0.038960323,0.43134555
0.046849836,0.086881354,0.072397314,0.046849836,0.046849836,0.061534777,0.075170435,0.04685273,0.06510339,0.06811061,0.38339993
0.002849641,0.0027228533,0.0036324451,0.013685028,0.002729673,0.003433421,0.0027221898,0.95905703,0.0027950956,0.0035955051,0.002777093
0.03792973,0.08502811,0.045310657,0.03792973,0.03792973,0.039220333,0.16050233,0.03793207,0.039013814,0.051818285,0.42738524
0.029240934,0.04954595,0.032350186,0.029240934,0.029240934,0.0335217,0.04636903,0.02924274,0.06112897,0.04209755,0.6180211
0.0034278221,0.0042024557,0.0035210026,0.0034278221,0.0034278221,0.0043219887,0.0047413292,0.003428033,0.9538452,0.0036472888,0.012009184
0.028381806,0.059957724,0.033055026,0.028381806,0.028381806,0.030713143,0.07494246,0.028383559,0.040114295,0.039848328,0.60784006
0.0064566736,0.009811565,0.006756293,0.0064566736,0.0064566736,0.00669973,0.009223004,0.006457071,0.8324526,0.007930461,0.10129927
0.037033338,0.054958913,0.087283716,0.037033338,0.037033338,0.03988873,0.057412166,0.037035625,0.045458492,0.17209058,0.39477172
0.037962675,0.08022371,0.040367916,0.037962675,0.037962675,0.03901355,0.15943398,0.03796502,0.063638635,0.040985726,0.42448342
0.02500921,0.034771614,0.09129643,0.02500921,0.02500921,0.02941166,0.04264563,0.025010753,0.026282864,0.32779732,0.3477561
0.027550481,0.03969206,0.029977392,0.027550481,0.027550481,0.03182872,0.042254202,0.027552182,0.26522103,0.033540092,0.44728294
0.034211084,0.07621644,0.04456349,0.034211084,0.034211084,0.038247135,0.12783904,0.034213196,0.045899283,0.10745708,0.42293113
0.02789446,0.058115356,0.028233157,0.02789446,0.02789446,0.028716043,0.070532,0.027896183,0.03798423,0.034044784,0.6307949
0.013691916,0.011797497,0.01193626,0.01336539,0.84903795,0.012972607,0.011746388,0.011992467,0.016125578,0.028248101,0.019085836
0.03207175,0.04989742,0.32342243,0.03207175,0.03207175,0.03310234,0.09456248,0.032120306,0.041036777,0.036775425,0.2928676
0.022231113,0.039802887,0.04532758,0.022231113,0.022231113,0.023218567,0.035352618,0.022232488,0.42301136,0.02985776,0.3145034
0.030070603,0.06692061,0.03270726,0.030070603,0.030070603,0.030845795,0.10443872,0.03007246,0.054789137,0.032339096,0.5576751
0.02894226,0.064478405,0.030644463,0.02894226,0.02894226,0.029835993,0.10155442,0.028944045,0.042187102,0.040210575,0.57531816
0.03371,0.11633956,0.03967528,0.03371,0.03371,0.036446106,0.10002489,0.033712078,0.04259925,0.08311804,0.44695476
0.0027744588,0.0023850568,0.0024730063,0.003149311,0.0023906373,0.0024632663,0.0023850568,0.97414875,0.002478882,0.0027215926,0.0026300095
0.02846311,0.043415107,0.028772574,0.02846311,0.02846311,0.032234512,0.04518524,0.028464869,0.043562777,0.049947195,0.6430284
0.0066379094,0.0074215396,0.006745847,0.0066379094,0.0066379094,0.9219359,0.008304634,0.006638318,0.006936251,0.013983626,0.008120153
0.030593717,0.045598637,0.22350024,0.030593717,0.030593717,0.03175755,0.047442216,0.030595608,0.036262766,0.04248222,0.45057964
0.038535956,0.08243872,0.040932506,0.038535956,0.038535956,0.04092747,0.12480796,0.038538337,0.040597472,0.21276186,0.3033878
0.05565113,0.1171714,0.089432895,0.05565113,0.05565113,0.05759338,0.16756211,0.055671804,0.0596449,0.07700367,0.20896648
0.03907184,0.08758839,0.04577402,0.03907184,0.03907184,0.043598354,0.16547145,0.039074242,0.042036045,0.18163456,0.2776074
0.04838608,0.08026569,0.05900217,0.04838608,0.04838608,0.050032463,0.16241829,0.04838906,0.06862323,0.06475643,0.3213544
0.045087535,0.085677296,0.10206849,0.045087535,0.045087535,0.2820333,0.11806175,0.04509031,0.047413677,0.088295676,0.09609688
0.04232944,0.095374346,0.0457681,0.04232944,0.04232944,0.044818018,0.24934311,0.042332042,0.068384066,0.056412224,0.27057976
0.03662636,0.074152686,0.050588526,0.03662636,0.03662636,0.04100847,0.065957755,0.036628623,0.04273693,0.16447058,0.4145773
0.037057176,0.059925742,0.039439514,0.037057176,0.037057176,0.03815028,0.22388263,0.037058838,0.10387866,0.040893305,0.34559953
0.10074767,0.049110193,0.05238716,0.06442947,0.18061621,0.055946637,0.049110193,0.05225249,0.050269127,0.18258712,0.16254373
0.032444317,0.07589678,0.046934295,0.032444317,0.032444317,0.03340135,0.28656512,0.032446317,0.035117757,0.035439555,0.35686588
0.03170558,0.06195209,0.033775795,0.03170558,0.03170558,0.032515198,0.06614515,0.031707536,0.32710105,0.03373554,0.31795087
0.27213547,0.042453166,0.044707093,0.054086,0.08780852,0.047007997,0.042500447,0.04446292,0.04352995,0.27256298,0.04874545
0.77995855,0.012213584,0.01303554,0.027761515,0.023328753,0.013418706,0.012050478,0.013118223,0.012613886,0.080208026,0.012292688
0.08282583,0.024470588,0.02476267,0.04030409,0.5178396,0.031696774,0.024470588,0.025016049,0.025046837,0.14681375,0.05675319
0.011600233,0.003602501,0.0039319806,0.94252676,0.0036164524,0.0045135007,0.0036016232,0.0038777655,0.0036929753,0.014896329,0.0041398094
0.02263065,0.025054358,0.028863987,0.02263065,0.02263065,0.592429,0.03311195,0.02263205,0.023221377,0.17429066,0.032504737
0.053965557,0.08216054,0.055458166,0.053965557,0.053965557,0.14176904,0.08639647,0.05396888,0.08410926,0.10014398,0.23409696
0.044277184,0.09173262,0.10288959,0.044277184,0.044277184,0.0471444,0.2934448,0.04442977,0.047516275,0.05866305,0.18134789
0.023733636,0.03636622,0.02505779,0.023733636,0.023733636,0.024397658,0.04545756,0.0237351,0.25989103,0.026542043,0.48735163
0.0410251,0.08799442,0.26184303,0.0410251,0.0410251,0.04467566,0.1194679,0.041027624,0.042817056,0.06926359,0.20983545
0.025409894,0.04571703,0.026833897,0.025409894,0.025409894,0.026077846,0.04932948,0.025411462,0.20469831,0.030285954,0.5154164
0.05175797,0.029465389,0.030295609,0.03968145,0.58248293,0.03376133,0.029465394,0.031738248,0.030171353,0.099386856,0.04179346
0.027653292,0.047490213,0.028976485,0.027653292,0.027653292,0.028585343,0.061859313,0.027655,0.10110436,0.034471307,0.5868981
0.038020466,0.05805448,0.09666262,0.038020466,0.038020466,0.039217517,0.121091954,0.038022812,0.12259285,0.04086714,0.36942926
0.020675292,0.03244122,0.03014661,0.020672917,0.020672917,0.021394419,0.72031915,0.020672921,0.03778879,0.023677034,0.051538695
0.04843823,0.10228334,0.11669151,0.04843823,0.04843823,0.050146926,0.180123,0.04846469,0.049921922,0.07914997,0.22790392
0.33526945,0.025541205,0.027427245,0.032787953,0.31406575,0.028667273,0.025541212,0.026673751,0.026142668,0.12665142,0.03123204
0.04596632,0.103043936,0.049452532,0.04596632,0.04596632,0.1370651,0.13489504,0.045969147,0.08123499,0.1393273,0.17111303
0.04157316,0.050441436,0.042654905,0.04157316,0.04157316,0.06735642,0.06710682,0.04157573,0.043535683,0.41735327,0.1452562
0.46832561,0.032083966,0.032280248,0.19342102,0.034904912,0.036261074,0.03200036,0.04038432,0.03276828,0.061229967,0.03634026
0.013004152,0.015955547,0.013232521,0.013004152,0.013004152,0.031715184,0.018219383,0.013004952,0.01359529,0.8244037,0.030860923
0.033929586,0.05848196,0.036741093,0.033929586,0.033929586,0.03832833,0.08750457,0.03393168,0.15783605,0.078100346,0.40728718
0.04751461,0.082207136,0.05055197,0.04751461,0.04751461,0.1808917,0.08870825,0.047517534,0.06415195,0.19159424,0.15183337
0.033163726,0.04766557,0.044314668,0.033163726,0.033163726,0.037852846,0.06349598,0.03316577,0.06022255,0.14352985,0.47026154
0.02872354,0.061735228,0.029512122,0.02872354,0.02872354,0.029464005,0.058999807,0.028725315,0.3603063,0.030562572,0.31452402
0.034024443,0.06792407,0.14122605,0.034024443,0.034024443,0.035319943,0.09014364,0.034026545,0.038136125,0.03929964,0.45185065
0.037841953,0.05825856,0.29726237,0.037841953,0.037841953,0.03905796,0.067874566,0.037850264,0.05130467,0.053993046,0.28087267
0.16026838,0.043798715,0.046200894,0.06072107,0.0544842,0.05026022,0.043906484,0.044775,0.04483011,0.39631078,0.054444153
0.029571382,0.050365657,0.030603193,0.029571382,0.029571382,0.030333707,0.06013056,0.02957321,0.26345718,0.0324875,0.41433483
0.10195446,0.047671575,0.07855976,0.14589669,0.04859272,0.049214736,0.047671575,0.049405474,0.057373066,0.056406457,0.31725347
0.043420695,0.1203532,0.25922883,0.043420695,0.043420695,0.16823474,0.09424087,0.043423366,0.04847225,0.079107426,0.05667725
0.041211974,0.07214722,0.28956336,0.041211974,0.041211974,0.04612094,0.09976667,0.041214507,0.045390874,0.11090564,0.17125486
0.026952034,0.05776835,0.028220704,0.026952034,0.026952034,0.027640266,0.061879285,0.026953697,0.13915992,0.028677646,0.54884404
0.0468536,0.104832895,0.07953358,0.0468536,0.0468536,0.048457947,0.30617252,0.046940994,0.050053198,0.055095915,0.1683522
0.78522784,0.014345088,0.014606854,0.015666848,0.022430928,0.023318598,0.014345088,0.015337008,0.014682892,0.06274611,0.017292777
0.029448071,0.060261365,0.033797923,0.029448071,0.029448071,0.030272253,0.06862041,0.029449891,0.0559625,0.039482538,0.59380895
0.012926428,0.019673942,0.013621543,0.012926428,0.012926428,0.0132596595,0.017994255,0.012927227,0.65580684,0.014228303,0.21370897
0.008886065,0.013210471,0.009135968,0.008886065,0.008886065,0.009115142,0.01238392,0.008886612,0.7844117,0.009738682,0.12645926
0.029501885,0.053058237,0.039308514,0.029501885,0.029501885,0.033780083,0.052960087,0.029503707,0.034469496,0.14334546,0.52506876
0.042683274,0.050536346,0.107194014,0.042683274,0.042683274,0.088696964,0.06908143,0.042706594,0.0438859,0.39086822,0.078980744
0.039848443,0.085047744,0.048411876,0.039848443,0.039848443,0.04457614,0.27380243,0.039850894,0.05720299,0.15222368,0.17933895
0.025812095,0.053652693,0.02721644,0.025812095,0.025812095,0.028208585,0.05850111,0.025813688,0.057285372,0.10391976,0.56796604
0.034778994,0.07621692,0.03699658,0.034778994,0.03495479,0.037182845,0.09712696,0.03478114,0.036378443,0.07469054,0.50211376
0.0061023305,0.0076261926,0.0062673083,0.0061023305,0.0061023305,0.0062586204,0.008152456,0.006102706,0.87372726,0.006687848,0.06687061
0.042502698,0.076779805,0.3143636,0.042502698,0.042502698,0.09534167,0.07869874,0.042505313,0.048449047,0.07614057,0.14021318
0.029096436,0.05186219,0.03002203,0.029096436,0.029096436,0.032713637,0.061443336,0.029098231,0.034496117,0.14605258,0.52702254
0.033573963,0.07503843,0.036781084,0.033573963,0.033573963,0.03567277,0.11747175,0.033576038,0.03460624,0.053498454,0.5126334
0.039539374,0.08863648,0.2648013,0.039539374,0.039539374,0.044156004,0.15096544,0.039541803,0.040511303,0.13075177,0.12201777
0.042964205,0.098794565,0.04925288,0.042964205,0.042964205,0.048018914,0.32603753,0.042966858,0.04414536,0.108282655,0.15360864
0.031986017,0.045504652,0.032702673,0.031986017,0.031986017,0.036855627,0.055151027,0.031987995,0.032880913,0.3218469,0.34711218
0.05756241,0.12726532,0.060137656,0.05756241,0.05756241,0.059592973,0.22440341,0.057610016,0.058983438,0.09196607,0.14735386
0.0034206905,0.0046463814,0.0036942398,0.0034206905,0.0034206905,0.0035123837,0.0052261096,0.0034208435,0.9590458,0.0036370908,0.0065550506
